workingTag,.io.name,.io.p&id,.io.desc,.io.pLbl,.gsHi,.configDis,.notPres,.almDlySp,.almShtdnEn,.almEn,.io.rawMin,.io.rawMax,.io.scldMin,.io.scldMax,.io.unit
COMM_WRK;IO;HS00_00,HS 00.00,HS 00.00,Local EMO 1,HS 00.00,TRUE,TRUE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;REMO,REMO,REMO,Remote EMO,REMO,TRUE,TRUE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;RLSAF,RLSAF,RLSAF,Remote Life Safety,RLSAF,TRUE,TRUE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;ZS20_00,ZS 20.00,ZS 20.00,Common Cabinet Door Interlock 1,ZS 20.00,TRUE,TRUE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;PS00_00,PS 00.00,PS 00.00,Cabinet Exhaust Fault,PS 00.00,TRUE,TRUE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS00_05,LS 00.05,LS 00.05,Cabinet Leak 2,LS 00.05,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;PS00_01,PS 00.01,PS 00.01,Common Cabinet Exhaust Fault 2,PS 00.01,TRUE,TRUE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;ZS00_00,ZS 00.00,ZS 00.00,Control Cabinet Door Interlock,ZS 00.00,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS00_04,LS 00.04,LS 00.04,Cabinet Leak 1,LS 00.04,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;C2,C 2,C 2,Primary VAC Loss,C 2,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;DM1,DM 1,DM 1,Redundancy Module 1 Fault,DM 1,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;DM2,DM 2,DM 2,Redundancy Module 2 Fault,DM 2,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;PSP1,PSP 1,PSP 1,Power Supply 1 Fault,PSP 1,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;PSP2,PSP 2,PSP 2,Power Supply 2 Fault,PSP 2,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;ZS00_01,ZS 00.01,ZS 00.01,Alarm Bypass Key Switch,ZS 00.01,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R10,R 10,R 10,EMO Enable,R 10,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS50_07,LS 50.07,LS 50.07,Sample Overfill,LS 50.07,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;ZS70_00,ZS 70.00,ZS 70.00,Sample Door Interlock,ZS 70.00,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;HS70_00,HS 70.00,HS 70.00,Sample Dispense Button,HS 70.00,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS,LS,LS,Sample Drain,LS,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;PS21_00,PS 21.00,PS 21.00,Eng 1 Exhaust Fault,PS 21.00,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;PS22_00,PS 22.00,PS 22.00,Eng 2 Exhaust Fault,PS 22.00,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS50_01,LS 50.01,LS 50.01,Waste Vessel Low,LS 50.01,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS50_03,LS 50.03,LS 50.03,Waste Vessel Full,LS 50.03,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS50_04,LS 50.04,LS 50.04,Waste Vessel High,LS 50.04,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS50_05,LS 50.05,LS 50.05,Waste Vessel High High,LS 50.05,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;FS86_00,FS 86.00,FS 86.00,Waste Dilution Flow Switch,FS 86.00,TRUE,FALSE,TRUE,1,FALSE,FALSE,0,27648,0,60,L/m
COMM_WRK;IO;FS50_00,FS 50.00,FS 50.00,Waste Flow Switch,FS 50.00,TRUE,FALSE,FALSE,1,FALSE,FALSE,0,27648,0,60,L/m
COMM_WRK;IO;ZS20_01,ZS 20.01,ZS 20.01,Common Cabinet Door Interlock 2,ZS 20.01,TRUE,TRUE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;C4,C 4,C 4,Pump Primary VAC Loss,C 4,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;HPM1,HPM 1,HPM 1,HPM1 Shutdown (From the Customer),HPM 1,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;HPM2,HPM 2,HPM 2,HPM2 Shutdown (From the Customer),HPM 2,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS21_00,LS 21.00,LS 21.00,Tank 21.00 Low Low,LS 21.00,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS21_01,LS 21.01,LS 21.01,Tank 21.00 Low,LS 21.01,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS21_02,LS 21.02,LS 21.02,Tank 21.00 Fill,LS 21.02,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS21_03,LS 21.03,LS 21.03,Tank 21.00 Full,LS 21.03,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS21_04,LS 21.04,LS 21.04,Tank 21.00 High,LS 21.04,FALSE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS21_05,LS 21.05,LS 21.05,Tank 21.00 High High,LS 21.05,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS21_06,LS 21.06,LS 21.06,Tank 21.00 Lower Containment Leak 1,LS 21.06,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS21_08,LS 21.08,LS 21.08,Tank 21.00 Upper Containment Leak 1,LS 21.08,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS21_07,LS 21.07,LS 21.07,Tank 21.00 Lower Containment Leak 2,LS 21.07,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;LS21_09,LS 21.09,LS 21.09,Tank 21.00 Upper Containment Leak 2,LS 21.09,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;PS21_03,PS 21.03,PS 21.03,Tank 21.00 Burst Monitor,PS 21.03,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;PS21_02,PS 21.02,PS 21.02,Tank 21.00 Indirect Vent Exhaust Fault,PS 21.02,TRUE,FALSE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;R2,R 2,R 2,Chemical Demand 1,R 2,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R3,R 3,R 3,Chemical Demand 2,R 3,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R4,R 4,R 4,Bulk Ready,R 4,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;DIM05_15,,,SPARE,,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_00,LS 22.00,LS 22.00,Tank 22.00 Low Low,LS 22.00,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_01,LS 22.01,LS 22.01,Tank 22.00 Low,LS 22.01,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_02,LS 22.02,LS 22.02,Tank 22.00 Fill,LS 22.02,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_03,LS 22.03,LS 22.03,Tank 22.00 Full,LS 22.03,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_04,LS 22.04,LS 22.04,Tank 22.00 High,LS 22.04,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_05,LS 22.05,LS 22.05,Tank 22.00 High High,LS 22.05,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_06,LS 22.06,LS 22.06,Tank 22.00 Lower Containment Leak 1,LS 22.06,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_08,LS 22.08,LS 22.08,Tank 22.00 Upper Containment Leak 1,LS 22.08,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_07,LS 22.07,LS 22.07,Tank 22.00 Lower Containment Leak 2,LS 22.07,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS22_09,LS 22.09,LS 22.09,Tank 22.00 Upper Containment Leak 2,LS 22.09,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;PS22_03,PS 22.03,PS 22.03,Tank 22.00 Burst Monitor,PS 22.03,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;PS22_02,PS 22.02,PS 22.02,Tank 22.00 Indirect Vent Exhaust Fault,PS 22.02,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R5,R 5,R 5,Future Comms,R 5,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R6,R 6,R 6,Future Comms,R 6,FALSE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R7,R 7,R 7,Vessel Approved,R 7,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;DIM06_15,,,SPARE,,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;PS02_00,PS 02.00,PS 02.00,Z Purge,PS 02.00,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;FIREWARN,FIREWARN,FIREWARN,Remote Fire Suppression Warning,FIREWARN,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;FIREDISCH,FIREDISCH,FIREDISCH,Remote Fire Suppression Discharge,FIREDISCH,TRUE,TRUE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R26,R 26,R 26,Power - Secondary VAC Loss,R 26,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;R27,R 27,R 27,Pump Power - Secondary VAC Loss,R 27,TRUE,FALSE,FALSE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS60_07,LS 60.07,LS 60.07,Particle Counter Internal Leak Detect,LS 60.07,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS20_07,LS 20.07,LS 20.07,Indirect Vent Empty,LS 20.07,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS20_08,LS 20.08,LS 20.08,Indirect Vent Fill A,LS 20.08,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS20_09,LS 20.09,LS 20.09,Indirect Vent Fill B,LS 20.09,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;LS20_10,LS 20.10,LS 20.10,Indirect Vent Overfill A,LS 20.10,TRUE,FALSE,TRUE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS20_11,LS 20.11,LS 20.11,Indirect Vent Overfill B,LS 20.11,TRUE,FALSE,TRUE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;LS60_06,LS 60.06,LS 60.06,Particle Counter Leak Detect,LS 60.06,TRUE,FALSE,TRUE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;ZS60_00,ZS 60.00,ZS 60.00,Particle Counter Door Interlock,ZS 60.00,TRUE,FALSE,FALSE,1,FALSE,TRUE,,,,,
COMM_WRK;IO;HS00_05,HS 00.05,HS 00.05,Local EMO 2,HS 00.05,TRUE,TRUE,FALSE,1,TRUE,TRUE,,,,,
COMM_WRK;IO;DIM07_14,,,SPARE,,TRUE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;DIM07_15,,,SPARE,,FALSE,FALSE,TRUE,1,FALSE,FALSE,,,,,
COMM_WRK;IO;YI00_00,YI 00.00,YI 00.00,System Audible Alert,YI 00.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;YL00_02,YL 00.02,YL 00.02,System OK,YL 00.02,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;YL00_01,YL 00.01,YL 00.01,System Maintenance,YL 00.01,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;YL00_00,YL 00.00,YL 00.00,System Shutdown,YL 00.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;XL00_00,XL 00.00,XL 00.00,Control Cabinet Light,XL 00.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;XL20_00,XL 20.00,XL 20.00,Common Cabinet Light,XL 20.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R10,OUT_R 10,OUT_R 10,EMO Reset,OUT_R 10,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_07,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;YL70_00,YL 70.00,YL 70.00,Sample Dispense Button Light,YL 70.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_09,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_10,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_11,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_12,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_13,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_14,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM08_15,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_00,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_01,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_02,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_03,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R11,OUT_R 11,OUT_R 11,System OK,OUT_R 11,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R12,OUT_R 12,OUT_R 12,System Maintenance,OUT_R 12,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R13,OUT_R 13,OUT_R 13,System Shutdown,OUT_R 13,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R14,OUT_R 14,OUT_R 14,Future Comms,OUT_R 14,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R15,OUT_R 15,OUT_R 15,Future Comms,OUT_R 15,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R16,OUT_R 16,OUT_R 16,Future Comms,OUT_R 16,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R17,OUT_R 17,OUT_R 17,Future Comms,OUT_R 17,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R18,OUT_R 18,OUT_R 18,Future Comms,OUT_R 18,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;OUT_R19,OUT_R 19,OUT_R 19,Future Comms,OUT_R 19,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_13,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_14,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;DOM09_15,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;LT21_00,LT 21.00,LT 21.00,Tank 21.00 Level,LT 21.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,L
COMM_WRK;IO;FIT40_00,FIT 40.00,FIT 40.00,Chem 1 Return Flow,FIT 40.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,L/m
COMM_WRK;IO;PT40_00,PT 40.00,PT 40.00,Chem 1 Return Pressure,PT 40.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,PSI
COMM_WRK;IO;FIT30_00,FIT 30.00,FIT 30.00,Chem 1 Supply Flow,FIT 30.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,L/m
COMM_WRK;IO;TT40_00,TT 40.00,TT 40.00,Chem 1 Return Temperature,TT 40.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,-200,630,C
COMM_WRK;IO;PT21_05,PT 21.05,PT 21.05,Tank 21.00 Lower Differential Pressure,PT 21.05,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,PSI
COMM_WRK;IO;PT21_06,PT 21.06,PT 21.06,Tank 21.00 Upper Differential Pressure,PT 21.06,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,PSI
COMM_WRK;IO;PIT21_00,PIT 21.00,PIT 21.00,Eng 1 Exhaust Pressure,PIT 21.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,5,WC
COMM_WRK;IO;LT22_00,LT 22.00,LT 22.00,Tank 22.00 Level,LT 22.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,L
COMM_WRK;IO;FIT41_00,FIT 41.00,FIT 41.00,Loop 2 Return Flow,FIT 41.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,L/m
COMM_WRK;IO;PT41_00,PT 41.00,PT 41.00,Loop 2 Return Pressure,PT 41.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,PSI
COMM_WRK;IO;FIT31_00,FIT 31.00,FIT 31.00,Loop 2 Supply Flow,FIT 31.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,200,L/m
COMM_WRK;IO;PT60_00,PT 60.00,PT 60.00,Particle Counter Pressure,PT 60.00,FALSE,FALSE,TRUE,,FALSE,FALSE,0,27648,0,200,PSI
COMM_WRK;IO;PT22_05,PT 22.05,PT 22.05,Tank 22.00 Lower Differential Pressure,PT 22.05,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,PSI
COMM_WRK;IO;PT22_06,PT 22.06,PT 22.06,Tank 22.00 Upper Differential Pressure,PT 22.06,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,PSI
COMM_WRK;IO;PIT22_00,PIT 22.00,PIT 22.00,Eng 2 Exhaust Pressure,PIT 22.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,5,WC
COMM_WRK;IO;PIT01_00,PIT 01.00,PIT 01.00,Process Gas Pressure,PIT 01.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PIT04_00,PIT 04.00,PIT 04.00,Control Gas Pressure 1,PIT 04.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PIT05_00,PIT 05.00,PIT 05.00,Control Gas Pressure 2,PIT 05.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PIT05_01,PIT 05.01,PIT 05.01,Control Gas Pressure 3,PIT 05.01,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;TT00_00,TT 00.00,TT 00.00,Control Cabinet Temperature,TT 00.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,60,C
COMM_WRK;IO;TT20_00,TT 20.00,TT 20.00,Cabinet Temperature,TT 20.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,60,C
COMM_WRK;IO;AIM12_06,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,0,27648,,,
COMM_WRK;IO;PIT00_00,PIT 00.00,PIT 00.00,Cabinet Exhaust Pressure,PIT 00.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,5,WC
COMM_WRK;IO;PT01_02,PT 01.02,PT 01.02,Tank 21.00 Vent pressure,PT 01.02,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT01_01,PT 01.01,PT 01.01,Tank 22.00 Vent pressure,PT 01.01,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT01_03,PT 01.03,PT 01.03,Sample Purge Pressure,PT 01.03,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT01_04,PT 01.04,PT 01.04,Purge Manifold Pressure,PT 01.04,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT04_01,PT 04.01,PT 04.01,Waste Pump 50.00 CDA Pressure,PT 04.01,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT04_04,PT 04.04,PT 04.04,Pump 21.00 Low Speed CDA Supply Pressure,PT 04.04,FALSE,FALSE,TRUE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT04_03,PT 04.03,PT 04.03,Pump 21.00 CDA Supply Pressure,PT 04.03,FALSE,FALSE,TRUE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PT04_02,PT 04.02,PT 04.02,Waste Pump 50.01 CDA Pressure,PT 04.02,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,145,PSI
COMM_WRK;IO;PY40_00,PY 40.00,PY 40.00,Chem 1 Pressure Control,PY 40.00,FALSE,FALSE,FALSE,,FALSE,FALSE,0,27648,0,100,%
COMM_WRK;IO;AOM14_01,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;AOM14_02,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;AOM14_03,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY04_01,FVY 04.01,FVY 04.01,Waste Pump 50.00 CDA,FVY 04.01,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY04_02,FVY 04.02,FVY 04.02,Waste Pump 50.01 CDA,FVY 04.02,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_10,FVY 50.10,FVY 50.10,Waste Pump 50.00 Inlet,FVY 50.10,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_06,FVY 50.06,FVY 50.06,Waste Pump 50.01 Inlet,FVY 50.06,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_12,FVY 50.12,FVY 50.12,Waste Pump 50.00 Outlet,FVY 50.12,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_08,FVY 50.08,FVY 50.08,Waste Pump 50.01 Outlet,FVY 50.08,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_06,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_07,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_00,FVY 50.00,FVY 50.00,Common Floor Drain,FVY 50.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_09,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY51_00,FVY 51.00,FVY 51.00,Eng 1 Floor Drain,FVY 51.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_11,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_04,FVY 50.04,FVY 50.04,Waste Vessel Drain,FVY 50.04,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_13,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL16_14,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY86_00,FVY 86.00,FVY 86.00,Waste Dilution,FVY 86.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY40_00,FVY 40.00,FVY 40.00,Chem Loop Inlet,FVY 40.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_05,FVY 50.05,FVY 50.05,Waste Pump 50.01 Purge Inlet,FVY 50.05,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_02,FVY 50.02,FVY 50.02,Waste Pump 50.00 Purge Inlet,FVY 50.02,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_01,FVY 50.01,FVY 50.01,Indirect Vent Drain,FVY 50.01,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY80_01,FVY 80.01,FVY 80.01,Indirect Vent UPW Supply,FVY 80.01,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY80_00,FVY 80.00,FVY 80.00,UPW Flush,FVY 80.00,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,
COMM_WRK;IO;SOL17_06,,,SPARE,,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY50_03,FVY 50.03,FVY 50.03,Particle Counter Drain,FVY 50.03,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY60_00,FVY 60.00,FVY 60.00,Chem 1 Particle Counter Supply,FVY 60.00,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY60_02,FVY 60.02,FVY 60.02,Particle Counter Flush/Purge,FVY 60.02,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
COMM_WRK;IO;FVY60_03,FVY 60.03,FVY 60.03,Particle Counter Return to Tank 21.00,FVY 60.03,FALSE,FALSE,TRUE,,FALSE,FALSE,,,,,
